Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts,Image URL,Weeks on Chart
2004-11-03,Over And Over,Nelly Featuring Tim McGraw,2,3,2,2,#,
2004-11-03,Vertigo,U2,3,5,3,2,#,
2004-11-03,My Boo,Usher And Alicia Keys,4,2,2,2,#,
2004-11-03,Drop It Like It's Hot,Snoop Dogg Feat. Pharrell,5,11,5,2,https://charts-static.billboard.com/img/2004/10/snoop-dogg-5ly-dropitlikeitshot-21t-180x180.jpg,
2004-11-03,Lose My Breath,Destiny's Child,6,4,4,2,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg,
2004-11-03,Let's Go,Trick Daddy,7,9,7,2,https://charts-static.billboard.com/img/1997/10/trick-daddy-6re-180x180.jpg,
2004-11-03,1985,Bowling For Soup,8,6,6,2,#,
2004-11-03,She Will Be Loved,Maroon 5,9,7,7,2,https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg,
2004-11-03,Goodies,Ciara Featuring Petey Pablo,10,10,10,2,https://charts-static.billboard.com/img/2004/10/ciara-a1k-goodies-y1k-180x180.jpg,
2004-11-03,What You Waiting For?,Gwen Stefani,11,17,11,2,https://charts-static.billboard.com/img/2000/11/gwen-stefani-m9c-180x180.jpg,
2004-11-03,Welcome To My Life,Simple Plan,12,13,12,2,https://charts-static.billboard.com/img/2002/07/simple-plan-oxp-180x180.jpg,
2004-11-03,Lean Back,Terror Squad,13,12,12,2,https://charts-static.billboard.com/img/2004/10/terror-squad-000-leanback-6lr-180x180.jpg,
2004-11-03,Somebody Told Me,The Killers,14,20,14,2,https://charts-static.billboard.com/img/2004/05/the-killers-81p-180x180.jpg,
2004-11-03,Tilt Ya Head Back,Nelly & Christina Aguilera,15,15,15,2,https://charts-static.billboard.com/img/2000/03/nelly-yua-180x180.jpg,
2004-11-03,Breakaway,Kelly Clarkson,16,16,16,2,https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg,
2004-11-03,Let's Get It Started,The Black Eyed Peas,17,8,8,2,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg,
2004-11-03,American Idiot,Green Day,18,14,14,2,https://charts-static.billboard.com/img/1994/02/green-day-3bu-180x180.jpg,
2004-11-03,Rumors,Lindsay Lohan,19,31,19,2,#,
2004-11-03,Yeah!,Usher Featuring Lil Jon & Ludacris,20,21,20,2,https://charts-static.billboard.com/img/2004/04/usher-4g6-yeah-zk2-180x180.jpg,
2004-11-03,Dare You To Move,Switchfoot,21,24,21,2,https://charts-static.billboard.com/img/1999/04/switchfoot-jcv-180x180.jpg,
2004-11-03,Headsprung,LL Cool J,22,19,19,2,https://charts-static.billboard.com/img/1985/11/ll-cool-j-ksk-180x180.jpg,
2004-11-03,Breathe; Stretch; Shake,Mase Featuring P. Diddy,23,23,23,2,#,
2004-11-03,My Happy Ending,Avril Lavigne,24,18,18,2,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg,
2004-11-03,On The Way Down,Ryan Cabrera,25,22,22,2,https://charts-static.billboard.com/img/2004/06/ryan-cabrera-9b7-180x180.jpg,
2004-11-03,Breathe,Fabolous,26,29,26,2,#,
2004-11-03,Pain,Jimmy Eat World,27,48,27,2,https://charts-static.billboard.com/img/1999/03/jimmy-eat-world-fku-180x180.jpg,
2004-11-03,Oye Mi Canto,N.O.R.E. Featuring Daddy Yankee| Nina Sky| Gem Star & Big Mato,28,28,1,-,https://charts-static.billboard.com/img/1998/01/nore-ug5-180x180.jpg,
2004-11-03,Take Me Out,Franz Ferdinand,29,25,25,2,https://charts-static.billboard.com/img/2004/03/franz-ferdinand-764-180x180.jpg,
2004-11-03,Baby It's You,JoJo Featuring Bow Wow,30,35,30,2,https://charts-static.billboard.com/img/1999/09/jojo-no4-180x180.jpg,
2004-11-03,My Place,Nelly Featuring Jaheim,31,26,26,2,https://charts-static.billboard.com/img/2000/03/nelly-yua-180x180.jpg,
2004-11-03,Save A Horse (Ride A Cowboy),Big & Rich,32,30,30,2,#,
2004-11-03,I Don't Want To Be,Gavin DeGraw,33,37,33,2,#,
2004-11-03,The Reason,Hoobastank,34,32,32,2,https://charts-static.billboard.com/img/2004/10/hoobastank-ota-thereason-5d8-180x180.jpg,
2004-11-03,White Houses,Vanessa Carlton,35,43,35,2,#,
2004-11-03,Pieces Of Me,Ashlee Simpson,36,34,34,2,#,
2004-11-03,Locked Up,Akon Featuring Styles P.,37,36,36,2,https://charts-static.billboard.com/img/2002/08/akon-v4o-180x180.jpg,
2004-11-03,Word Up!,Korn,38,28,28,2,https://charts-static.billboard.com/img/1995/05/korn-7o3-180x180.jpg,
2004-11-03,Big Chips,R. Kelly & Jay-Z,39,39,1,-,https://charts-static.billboard.com/img/1991/11/r-kelly-a03-180x180.jpg,
2004-11-03,Float On,Modest Mouse,40,41,40,2,#,
2004-11-03,Nasty Girl,Nitty,41,39,39,2,#,
2004-11-03,Accidentally In Love,Counting Crows,42,42,42,2,https://charts-static.billboard.com/img/1993/10/counting-crows-lr5-180x180.jpg,
2004-11-03,Fly,Hilary Duff,43,40,40,2,#,
2004-11-03,Balla Baby,Chingy,44,44,1,-,#,
2004-11-03,Go D.J.,Lil Wayne,45,45,1,-,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg,
2004-11-03,Car Wash,Christina Aguilera Featuring Missy Elliott,46,33,33,2,https://charts-static.billboard.com/img/1998/07/christina-aguilera-l5y-180x180.jpg,
2004-11-03,This Love,Maroon 5,47,38,38,2,https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg,
2004-11-03,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,48,50,48,2,https://charts-static.billboard.com/img/1998/09/ja-rule-dzf-180x180.jpg,
2004-11-03,Give A Little Bit,Goo Goo Dolls,49,27,27,2,https://charts-static.billboard.com/img/1991/01/goo-goo-dolls-5ix-180x180.jpg,
2004-11-03,Lose Yourself,Eminem,50,50,1,-,https://charts-static.billboard.com/img/2004/11/eminem-d78-loseyourself-vdz-180x180.jpg,
2004-11-10,Over And Over,Nelly Featuring Tim McGraw,1,2,1,3,#,
2004-11-10,Just Lose It,Eminem,2,1,1,3,#,
2004-11-10,Vertigo,U2,3,3,3,3,#,
2004-11-10,Drop It Like It's Hot,Snoop Dogg Feat. Pharrell,4,5,4,3,#,
2004-11-10,Let's Go,Trick Daddy,5,7,5,3,https://charts-static.billboard.com/img/1997/10/trick-daddy-6re-180x180.jpg,
2004-11-10,Lose My Breath,Destiny's Child,6,6,4,3,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg,
2004-11-10,My Boo,Usher And Alicia Keys,7,4,2,3,https://charts-static.billboard.com/img/2004/10/usher-4g6-myboo-7be-180x180.jpg,
2004-11-10,1985,Bowling For Soup,8,8,6,3,#,
2004-11-10,Let's Get It Started,The Black Eyed Peas,9,17,8,3,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg,
2004-11-10,What You Waiting For?,Gwen Stefani,10,11,10,3,https://charts-static.billboard.com/img/2000/11/gwen-stefani-m9c-180x180.jpg,
2004-11-10,Welcome To My Life,Simple Plan,11,12,11,3,https://charts-static.billboard.com/img/2002/07/simple-plan-oxp-180x180.jpg,
2004-11-10,She Will Be Loved,Maroon 5,12,9,7,3,https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg,
2004-11-10,Goodies,Ciara Featuring Petey Pablo,13,10,10,3,https://charts-static.billboard.com/img/2004/10/ciara-a1k-goodies-y1k-180x180.jpg,
2004-11-10,Oye Mi Canto,N.O.R.E. Featuring Daddy Yankee| Nina Sky| Gem Star & Big Mato,14,28,14,2,https://charts-static.billboard.com/img/1998/01/nore-ug5-180x180.jpg,
2004-11-10,Lean Back,Terror Squad,15,13,12,3,https://charts-static.billboard.com/img/2004/10/terror-squad-000-leanback-6lr-180x180.jpg,
2004-11-10,Somebody Told Me,The Killers,16,14,14,3,https://charts-static.billboard.com/img/2004/05/the-killers-81p-180x180.jpg,
2004-11-10,Yeah!,Usher Featuring Lil Jon & Ludacris,17,20,17,3,https://charts-static.billboard.com/img/2004/04/usher-4g6-yeah-zk2-180x180.jpg,
2004-11-10,Breakaway,Kelly Clarkson,18,16,16,3,https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg,
2004-11-10,Thriller,Michael Jackson,19,19,1,-,https://charts-static.billboard.com/img/2004/11/michael-jackson-y4h-thriller-xeu-180x180.jpg,
2004-11-10,Tilt Ya Head Back,Nelly & Christina Aguilera,20,15,15,3,https://charts-static.billboard.com/img/2000/03/nelly-yua-180x180.jpg,
2004-11-10,American Idiot,Green Day,21,18,14,3,https://charts-static.billboard.com/img/1994/02/green-day-3bu-180x180.jpg,
2004-11-10,Dare You To Move,Switchfoot,22,21,21,3,https://charts-static.billboard.com/img/1999/04/switchfoot-jcv-180x180.jpg,
2004-11-10,Rumors,Lindsay Lohan,23,19,19,3,#,
2004-11-10,Breathe,Fabolous,24,26,24,3,#,
2004-11-10,My Happy Ending,Avril Lavigne,25,24,18,3,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg,
2004-11-10,Headsprung,LL Cool J,26,22,19,3,https://charts-static.billboard.com/img/1985/11/ll-cool-j-ksk-180x180.jpg,
2004-11-10,How We Do,The Game Featuring 50 Cent,27,27,1,-,https://charts-static.billboard.com/img/1991/12/the-game-ywy-180x180.jpg,
2004-11-10,I Don't Want To Be,Gavin DeGraw,28,33,28,3,#,
2004-11-10,Breathe; Stretch; Shake,Mase Featuring P. Diddy,29,23,23,3,#,
2004-11-10,America; F**k Yeah (Album Version),Team America,30,30,1,-,#,
2004-11-10,On The Way Down,Ryan Cabrera,31,25,22,3,https://charts-static.billboard.com/img/2004/06/ryan-cabrera-9b7-180x180.jpg,
2004-11-10,Take Me Out,Franz Ferdinand,32,29,25,3,https://charts-static.billboard.com/img/2004/03/franz-ferdinand-764-180x180.jpg,
2004-11-10,Baby It's You,JoJo Featuring Bow Wow,33,30,30,3,https://charts-static.billboard.com/img/1999/09/jojo-no4-180x180.jpg,
2004-11-10,Pain,Jimmy Eat World,34,27,27,3,https://charts-static.billboard.com/img/1999/03/jimmy-eat-world-fku-180x180.jpg,
2004-11-10,Save A Horse (Ride A Cowboy),Big & Rich,35,32,30,3,#,
2004-11-10,Pieces Of Me,Ashlee Simpson,36,36,34,3,#,
2004-11-10,Balla Baby,Chingy,37,44,37,2,#,
2004-11-10,The Reason,Hoobastank,38,34,32,3,https://charts-static.billboard.com/img/2004/10/hoobastank-ota-thereason-5d8-180x180.jpg,
2004-11-10,My Place,Nelly Featuring Jaheim,39,31,26,3,https://charts-static.billboard.com/img/2000/03/nelly-yua-180x180.jpg,
2004-11-10,Locked Up,Akon Featuring Styles P.,40,37,36,3,https://charts-static.billboard.com/img/2002/08/akon-v4o-180x180.jpg,
2004-11-10,Float On,Modest Mouse,41,40,40,3,#,
2004-11-10,This Love,Maroon 5,42,47,38,3,https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg,
2004-11-10,White Houses,Vanessa Carlton,43,35,35,3,#,
2004-11-10,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,44,48,44,3,https://charts-static.billboard.com/img/1998/09/ja-rule-dzf-180x180.jpg,
2004-11-10,Go D.J.,Lil Wayne,45,45,45,2,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg,
2004-11-10,Big Chips,R. Kelly & Jay-Z,46,39,39,2,https://charts-static.billboard.com/img/1991/11/r-kelly-a03-180x180.jpg,
2004-11-10,Nasty Girl,Nitty,47,41,39,3,#,
2004-11-10,Fall To Pieces,Velvet Revolver,48,48,1,-,#,
2004-11-10,1; 2 Step,Ciara,49,49,1,-,https://charts-static.billboard.com/img/2004/06/ciara-a1k-180x180.jpg,
2004-11-10,Party For Two,Shania Twain Featuring Billy Currington,50,50,1,-,https://charts-static.billboard.com/img/1993/03/shania-twain-6u4-180x180.jpg,
2004-11-17,Over And Over,Nelly Featuring Tim McGraw,1,1,1,4,#,
2004-11-17,Just Lose It,Eminem,2,2,1,4,#,
2004-11-17,Drop It Like It's Hot,Snoop Dogg Feat. Pharrell,3,4,3,4,#,
2004-11-17,Vertigo,U2,4,3,3,4,#,
2004-11-17,Mosh,Eminem,5,5,1,-,https://charts-static.billboard.com/img/1998/10/eminem-d78-180x180.jpg,
2004-11-17,Let's Go,Trick Daddy,6,5,5,4,https://charts-static.billboard.com/img/1997/10/trick-daddy-6re-180x180.jpg,
2004-11-17,Lose My Breath,Destiny's Child,7,6,4,4,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg,
2004-11-17,My Boo,Usher And Alicia Keys,8,7,2,4,https://charts-static.billboard.com/img/2004/10/usher-4g6-myboo-7be-180x180.jpg,
2004-11-17,Let's Get It Started,The Black Eyed Peas,9,9,8,4,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg,
2004-11-17,What You Waiting For?,Gwen Stefani,10,10,10,4,https://charts-static.billboard.com/img/2000/11/gwen-stefani-m9c-180x180.jpg,
2004-11-17,1985,Bowling For Soup,11,8,6,4,#,
2004-11-17,She Will Be Loved,Maroon 5,12,12,7,4,https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg,
2004-11-17,Welcome To My Life,Simple Plan,13,11,11,4,https://charts-static.billboard.com/img/2002/07/simple-plan-oxp-180x180.jpg,
2004-11-17,Goodies,Ciara Featuring Petey Pablo,14,13,10,4,https://charts-static.billboard.com/img/2004/10/ciara-a1k-goodies-y1k-180x180.jpg,
2004-11-17,Breathe,Fabolous,15,24,15,4,#,
2004-11-17,I Don't Want To Be,Gavin DeGraw,16,28,16,4,#,
2004-11-17,American Idiot,Green Day,17,21,14,4,https://charts-static.billboard.com/img/1994/02/green-day-3bu-180x180.jpg,
2004-11-17,Somebody Told Me,The Killers,18,16,14,4,https://charts-static.billboard.com/img/2004/05/the-killers-81p-180x180.jpg,
2004-11-17,Lean Back,Terror Squad,19,15,12,4,https://charts-static.billboard.com/img/2004/10/terror-squad-000-leanback-6lr-180x180.jpg,
2004-11-17,Dare You To Move,Switchfoot,20,22,20,4,https://charts-static.billboard.com/img/1999/04/switchfoot-jcv-180x180.jpg,
2004-11-17,Oye Mi Canto,N.O.R.E. Featuring Daddy Yankee| Nina Sky| Gem Star & Big Mato,21,14,14,3,https://charts-static.billboard.com/img/1998/01/nore-ug5-180x180.jpg,
2004-11-17,Yeah!,Usher Featuring Lil Jon & Ludacris,22,17,17,4,https://charts-static.billboard.com/img/2004/04/usher-4g6-yeah-zk2-180x180.jpg,
2004-11-17,Breakaway,Kelly Clarkson,23,18,16,4,https://charts-static.billboard.com/img/2002/09/kelly-clarkson-w89-180x180.jpg,
2004-11-17,Rumors,Lindsay Lohan,24,23,19,4,#,
2004-11-17,My Happy Ending,Avril Lavigne,25,25,18,4,https://charts-static.billboard.com/img/2002/04/avril-lavigne-j91-180x180.jpg,
2004-11-17,America; F**k Yeah (Album Version),Team America,26,30,26,2,#,
2004-11-17,Tilt Ya Head Back,Nelly & Christina Aguilera,27,20,15,4,https://charts-static.billboard.com/img/2000/03/nelly-yua-180x180.jpg,
2004-11-17,1; 2 Step,Ciara,28,49,28,2,https://charts-static.billboard.com/img/2004/06/ciara-a1k-180x180.jpg,
2004-11-17,Baby It's You,JoJo Featuring Bow Wow,29,33,29,4,https://charts-static.billboard.com/img/1999/09/jojo-no4-180x180.jpg,
2004-11-17,Save A Horse (Ride A Cowboy),Big & Rich,30,35,30,4,#,
2004-11-17,Headsprung,LL Cool J,31,26,19,4,https://charts-static.billboard.com/img/1985/11/ll-cool-j-ksk-180x180.jpg,
2004-11-17,How We Do,The Game Featuring 50 Cent,32,27,27,2,https://charts-static.billboard.com/img/1991/12/the-game-ywy-180x180.jpg,
2004-11-17,Breathe; Stretch; Shake,Mase Featuring P. Diddy,33,29,23,4,#,
2004-11-17,Balla Baby,Chingy,34,37,34,3,#,
2004-11-17,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,35,44,35,4,https://charts-static.billboard.com/img/1998/09/ja-rule-dzf-180x180.jpg,
2004-11-17,Party For Two,Shania Twain Featuring Billy Currington,36,50,36,2,https://charts-static.billboard.com/img/1993/03/shania-twain-6u4-180x180.jpg,
2004-11-17,Pain,Jimmy Eat World,37,34,27,4,https://charts-static.billboard.com/img/1999/03/jimmy-eat-world-fku-180x180.jpg,
2004-11-17,Go D.J.,Lil Wayne,38,45,38,3,https://charts-static.billboard.com/img/1999/05/lil-wayne-5az-180x180.jpg,
2004-11-17,Take Me Out,Franz Ferdinand,39,32,25,4,https://charts-static.billboard.com/img/2004/03/franz-ferdinand-764-180x180.jpg,
2004-11-17,On The Way Down,Ryan Cabrera,40,31,22,4,https://charts-static.billboard.com/img/2004/06/ryan-cabrera-9b7-180x180.jpg,
2004-11-17,Hush,LL Cool J Featuring 7 Aurelius,41,41,1,-,https://charts-static.billboard.com/img/1985/11/ll-cool-j-ksk-180x180.jpg,
2004-11-17,The Reason,Hoobastank,42,38,32,4,https://charts-static.billboard.com/img/2004/10/hoobastank-ota-thereason-5d8-180x180.jpg,
2004-11-17,White Houses,Vanessa Carlton,43,43,35,4,#,
2004-11-17,Thriller,Michael Jackson,44,19,19,2,https://charts-static.billboard.com/img/2004/11/michael-jackson-y4h-thriller-xeu-180x180.jpg,
2004-11-17,Let Me Love You,Mario,45,45,1,-,https://charts-static.billboard.com/img/1991/02/mario-4ua-180x180.jpg,
2004-11-17,Float On,Modest Mouse,46,41,40,4,#,
2004-11-17,Maybe I'm Amazed (Soundtrack Version),Jem,47,47,1,-,https://charts-static.billboard.com/img/2004/04/jem-036-180x180.jpg,
2004-11-17,Accidentally In Love,Counting Crows,48,42,3,-,https://charts-static.billboard.com/img/1993/10/counting-crows-lr5-180x180.jpg,
2004-11-17,Locked Up,Akon Featuring Styles P.,49,40,36,4,https://charts-static.billboard.com/img/2002/08/akon-v4o-180x180.jpg,
2004-11-17,My Place,Nelly Featuring Jaheim,50,39,26,4,https://charts-static.billboard.com/img/2000/03/nelly-yua-180x180.jpg,
2004-11-24,Numb/Encore,Jay-Z/Linkin Park,1,1,1,-,#,
2004-11-24,Over And Over,Nelly Featuring Tim McGraw,2,1,1,5,#,
2004-11-24,My Prerogative,Britney Spears,3,3,1,-,#,
2004-11-24,Drop It Like It's Hot,Snoop Dogg Feat. Pharrell,4,3,3,5,#,
2004-11-24,Just Lose It,Eminem,5,2,1,5,https://charts-static.billboard.com/img/1998/10/eminem-d78-180x180.jpg,
2004-11-24,Vertigo,U2,6,4,3,5,https://charts-static.billboard.com/img/1981/02/u2-oh3-180x180.jpg,
2004-11-24,Lose My Breath,Destiny's Child,7,7,4,5,https://charts-static.billboard.com/img/1997/11/destinys-child-xry-180x180.jpg,
2004-11-24,Let's Go,Trick Daddy,8,6,5,5,https://charts-static.billboard.com/img/1997/10/trick-daddy-6re-180x180.jpg,
2004-11-24,Let's Get It Started,The Black Eyed Peas,9,9,8,5,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-vrz-180x180.jpg,
2004-11-24,My Boo,Usher And Alicia Keys,10,8,2,5,https://charts-static.billboard.com/img/2004/10/usher-4g6-myboo-7be-180x180.jpg,
2004-11-24,What You Waiting For?,Gwen Stefani,11,10,10,5,https://charts-static.billboard.com/img/2000/11/gwen-stefani-m9c-180x180.jpg,
2004-11-24,1985,Bowling For Soup,12,11,6,5,#,
2004-11-24,Breathe,Fabolous,13,15,13,5,#,
2004-11-24,Mosh,Eminem,14,5,5,2,https://charts-static.billboard.com/img/1998/10/eminem-d78-180x180.jpg,
2004-11-24,Party For Two,Shania Twain Featuring Billy Currington,15,36,15,3,https://charts-static.billboard.com/img/1993/03/shania-twain-6u4-180x180.jpg,
2004-11-24,She Will Be Loved,Maroon 5,16,12,7,5,https://charts-static.billboard.com/img/2002/12/maroon-5-fyb-180x180.jpg,
2004-11-24,Welcome To My Life,Simple Plan,17,13,11,5,https://charts-static.billboard.com/img/2002/07/simple-plan-oxp-180x180.jpg,
2004-11-24,I Don't Want To Be,Gavin DeGraw,18,16,16,5,#,
2004-11-24,Somebody Told Me,The Killers,19,18,14,5,https://charts-static.billboard.com/img/2004/05/the-killers-81p-180x180.jpg,
2004-11-24,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,20,35,20,5,https://charts-static.billboard.com/img/1998/09/ja-rule-dzf-180x180.jpg,
2004-11-24,1; 2 Step,Ciara,21,28,21,3,https://charts-static.billboard.com/img/2004/06/ciara-a1k-180x180.jpg,
2004-11-24,Dare You To Move,Switchfoot,22,20,20,5,https://charts-static.billboard.com/img/1999/04/switchfoot-jcv-180x180.jpg,
2004-11-24,Boulevard Of Broken Dreams,Green Day,23,23,1,-,https://charts-static.billboard.com/img/1994/02/green-day-3bu-180x180.jpg,
2004-11-24,Goodies,Ciara Featuring Petey Pablo,24,14,10,5,https://charts-static.billboard.com/img/2004/10/ciara-a1k-goodies-y1k-180x180.jpg,
2004-11-24,American Idiot,Green Day,25,17,14,5,https://charts-static.billboard.com/img/1994/02/green-day-3bu-180x180.jpg,
2004-11-24,Lean Back,Terror Squad,26,19,12,5,https://charts-static.billboard.com/img/2004/10/terror-squad-000-leanback-6lr-180x180.jpg,
2004-11-24,New York,Ja Rule Featuring Fat Joe & Jadakiss,27,27,1,-,https://charts-static.billboard.com/img/1998/09/ja-rule-dzf-180x180.jpg,
